Date,Open,High,Low,Close,Volume,transactions
2018-05-25 04:00:00,199.46,201.25,198.8,201.1,309826.0,3894
2018-05-29 04:00:00,196.01,198.58,194.4554,195.6,653969.0,7365
2018-05-30 04:00:00,197.0,198.65,196.11,197.1,583230.0,7240
2018-05-31 04:00:00,198.37,198.86,194.81,196.65,785682.0,8627
2018-06-01 04:00:00,200.39,202.24,198.8035,202.16,518039.0,5879
2018-06-04 04:00:00,203.56,204.15,202.34,203.92,441303.0,5633
2018-06-05 04:00:00,208.63,209.84,207.47,209.32,610988.0,6523
2018-06-06 04:00:00,210.1,213.81,209.19,213.61,569890.0,6609
2018-06-07 04:00:00,211.05,211.33,205.91,207.56,923452.0,10629
2018-06-08 04:00:00,207.4,208.28,205.29,207.45,837452.0,7684
2018-06-11 04:00:00,209.76,210.76,209.23,209.86,528100.0,6413
2018-06-12 04:00:00,208.68,210.16,207.33,209.34,363880.0,4584
2018-06-13 04:00:00,213.32,215.505,212.61,213.75,998927.0,7777
2018-06-14 04:00:00,215.09,216.9,214.61,215.89,710770.0,7303
2018-06-15 04:00:00,215.0,215.5,213.81,214.82,821499.0,7240
2018-06-18 04:00:00,209.84,211.285,208.55,211.1,603069.0,6773
2018-06-19 04:00:00,203.76,206.44,201.78,206.18,749336.0,9820
2018-06-20 04:00:00,205.59,206.56,204.42,205.5,542314.0,6009
2018-06-21 04:00:00,206.84,206.95,203.52,204.24,893368.0,7654
2018-06-22 04:00:00,207.03,207.62,204.1,206.37,730895.0,6163
2018-06-25 04:00:00,201.36,201.49,195.785,196.65,1059964.0,10525
2018-06-26 04:00:00,198.72,199.29,197.25,197.97,1106469.0,7821
2018-06-27 04:00:00,199.74,200.39,193.73,193.9,662989.0,8260
2018-06-28 04:00:00,190.69,193.66,190.04,193.58,887470.0,8551
2018-06-29 04:00:00,198.02,199.54,197.6,197.97,894270.0,7551
2018-07-02 04:00:00,193.62,195.38,193.21,195.25,1963203.0,8252
2018-07-03 04:00:00,193.44,194.9,191.27,191.47,435094.0,4799
2018-07-05 04:00:00,195.68,196.67,194.52,195.99,540929.0,6415
2018-07-06 04:00:00,194.19,197.84,194.16,197.32,380325.0,5470
2018-07-09 04:00:00,199.98,200.22,197.44,199.11,1242631.0,8289
2018-07-10 04:00:00,200.47,200.689,198.55,199.43,977271.0,8694
2018-07-11 04:00:00,196.7,197.49,193.33,193.59,842493.0,7986
2018-07-12 04:00:00,196.8,199.37,196.27,199.33,625206.0,6530
2018-07-13 04:00:00,200.32,200.32,198.57,199.19,423220.0,3098
2018-07-16 04:00:00,199.86,201.14,199.37,200.08,1153584.0,6390
2018-07-17 04:00:00,199.81,204.88,199.39,204.34,1383932.0,9437
2018-07-18 04:00:00,213.09,218.48,212.75,217.9,3615223.0,18819
2018-07-19 04:00:00,215.75,216.7,214.65,215.26,842977.0,12984
2018-07-20 04:00:00,216.71,221.46,216.71,219.81,1378856.0,11971
2018-07-23 04:00:00,219.57,221.66,217.0,220.78,930504.0,12446
2018-07-24 04:00:00,219.46,219.87,213.16,213.7,918495.0,11585
2018-07-25 04:00:00,215.72,219.07,214.89,218.97,2269692.0,14585
2018-07-26 04:00:00,216.07,216.84,214.23,216.65,1510988.0,8708
2018-07-27 04:00:00,216.86,217.51,212.43,213.3,920591.0,9906
